filename,length,loudness
../LibriSpeech/test-clean/1188/133604/1188-133604-0033.flac,6.625,-24.94212042017306
../LibriSpeech/test-clean/1188/133604/1188-133604-0034.flac,20.905,-21.66565331034259
../LibriSpeech/test-clean/1188/133604/1188-133604-0035.flac,2.925,-26.76981908745619
../LibriSpeech/test-clean/1188/133604/1188-133604-0036.flac,7.97,-24.42408437643199
../LibriSpeech/test-clean/1188/133604/1188-133604-0037.flac,14.51,-23.62796989225652
../LibriSpeech/test-clean/1188/133604/1188-133604-0038.flac,5.365,-22.543421430001573
../LibriSpeech/test-clean/1188/133604/1188-133604-0039.flac,6.625,-23.119878296774626
../LibriSpeech/test-clean/1188/133604/1188-133604-0040.flac,3.23,-23.58781314186737
../LibriSpeech/test-clean/1188/133604/1188-133604-0041.flac,10.07,-22.277541785665438
../LibriSpeech/test-clean/1188/133604/1188-133604-0042.flac,2.66,-26.21574846422998
../LibriSpeech/test-clean/1188/133604/1188-133604-0043.flac,4.885,-21.415614080423868
../LibriSpeech/test-clean/1188/133604/1188-133604-0044.flac,18.545,-20.645814504854766
../LibriSpeech/test-clean/121/121726/121-121726-0000.flac,8.46,-22.522132474152798
../LibriSpeech/test-clean/121/121726/121-121726-0001.flac,5.925,-22.437494633802608
../LibriSpeech/test-clean/121/121726/121-121726-0002.flac,4.41,-22.529222996700074
../LibriSpeech/test-clean/121/121726/121-121726-0003.flac,6.755,-21.133221064977455
../LibriSpeech/test-clean/121/121726/121-121726-0004.flac,4.02,-24.526141980547695
../LibriSpeech/test-clean/121/121726/121-121726-0005.flac,3.1,-25.588335756841637
../LibriSpeech/test-clean/121/121726/121-121726-0006.flac,3.895,-20.509829110697662
../LibriSpeech/test-clean/121/121726/121-121726-0007.flac,6.73,-23.79458153880612
../LibriSpeech/test-clean/121/121726/121-121726-0008.flac,4.99,-22.806705005349855
../LibriSpeech/test-clean/121/121726/121-121726-0009.flac,7.26,-22.339781707029893
../LibriSpeech/test-clean/121/121726/121-121726-0010.flac,9.81,-22.127251310237654
../LibriSpeech/test-clean/121/121726/121-121726-0011.flac,4.035,-22.773810791096757
../LibriSpeech/test-clean/121/121726/121-121726-0012.flac,4.045,-24.065451570398785
../LibriSpeech/test-clean/121/121726/121-121726-0013.flac,2.49,-22.593299522327644
../LibriSpeech/test-clean/121/121726/121-121726-0014.flac,3.165,-23.010478023394842
../LibriSpeech/test-clean/121/123852/121-123852-0000.flac,17.695,-23.72918159020578
../LibriSpeech/test-clean/121/123852/121-123852-0001.flac,14.96,-24.116395350676385
../LibriSpeech/test-clean/121/123852/121-123852-0002.flac,17.285,-24.253724529734725
../LibriSpeech/test-clean/121/123852/121-123852-0003.flac,23.505,-25.628782347450773
../LibriSpeech/test-clean/121/123852/121-123852-0004.flac,16.29,-23.276937250811777
../LibriSpeech/test-clean/121/123859/121-123859-0000.flac,17.39,-23.769998815874377
../LibriSpeech/test-clean/121/123859/121-123859-0001.flac,25.395,-21.857201902164714
../LibriSpeech/test-clean/121/123859/121-123859-0002.flac,30.04,-23.547841190799232
../LibriSpeech/test-clean/121/123859/121-123859-0003.flac,10.825,-23.885318153148077
../LibriSpeech/test-clean/121/123859/121-123859-0004.flac,9.505,-23.46054508275023
../LibriSpeech/test-clean/121/127105/121-127105-0000.flac,9.875,-24.93743926153749
../LibriSpeech/test-clean/121/127105/121-127105-0001.flac,5.025,-24.07392147807927
../LibriSpeech/test-clean/121/127105/121-127105-0002.flac,7.495,-25.098031246454767
../LibriSpeech/test-clean/121/127105/121-127105-0003.flac,7.725,-25.04101207251431
../LibriSpeech/test-clean/121/127105/121-127105-0004.flac,18.99,-27.536630021204505
../LibriSpeech/test-clean/121/127105/121-127105-0005.flac,5.82,-23.567804172783866
../LibriSpeech/test-clean/121/127105/121-127105-0006.flac,4.725,-26.643601825538266
../LibriSpeech/test-clean/121/127105/121-127105-0007.flac,5.79,-25.46811391180334
../LibriSpeech/test-clean/121/127105/121-127105-0008.flac,2.76,-26.758268700597117
../LibriSpeech/test-clean/121/127105/121-127105-0009.flac,20.61,-24.052762174952594
../LibriSpeech/test-clean/121/127105/121-127105-0010.flac,2.85,-26.46322644783195
../LibriSpeech/test-clean/121/127105/121-127105-0011.flac,5.78,-24.393259894162167
../LibriSpeech/test-clean/121/127105/121-127105-0012.flac,4.83,-27.70232332929423
../LibriSpeech/test-clean/121/127105/121-127105-0013.flac,5.895,-23.265348336967108
../LibriSpeech/test-clean/121/127105/121-127105-0014.flac,20.295,-25.20354859712824
../LibriSpeech/test-clean/121/127105/121-127105-0015.flac,2.96,-29.049842017504155
../LibriSpeech/test-clean/121/127105/121-127105-0016.flac,16.24,-25.578253469420478
../LibriSpeech/test-clean/121/127105/121-127105-0017.flac,2.695,-26.502364735788525
../LibriSpeech/test-clean/121/127105/121-127105-0018.flac,2.77,-26.637908026817122
../LibriSpeech/test-clean/121/127105/121-127105-0019.flac,3.525,-27.670212794985865
../LibriSpeech/test-clean/121/127105/121-127105-0020.flac,14.355,-22.43398589223275
../LibriSpeech/test-clean/121/127105/121-127105-0021.flac,16.0,-25.59842976104338
../LibriSpeech/test-clean/121/127105/121-127105-0022.flac,5.075,-23.425084381765657
../LibriSpeech/test-clean/121/127105/121-127105-0023.flac,10.91,-23.82746710440463
../LibriSpeech/test-clean/121/127105/121-127105-0024.flac,14.45,-24.371309188423417
../LibriSpeech/test-clean/121/127105/121-127105-0025.flac,16.065,-21.959564835128496
../LibriSpeech/test-clean/121/127105/121-127105-0026.flac,7.53,-26.264683183171726
../LibriSpeech/test-clean/121/127105/121-127105-0027.flac,13.87,-23.6440847199551
../LibriSpeech/test-clean/121/127105/121-127105-0028.flac,6.75,-23.811008758148088
../LibriSpeech/test-clean/121/127105/121-127105-0029.flac,7.31,-23.57980402222377
../LibriSpeech/test-clean/121/127105/121-127105-0030.flac,19.575,-27.07565045043964
../LibriSpeech/test-clean/121/127105/121-127105-0031.flac,10.765,-23.19230878149564
../LibriSpeech/test-clean/121/127105/121-127105-0032.flac,3.17,-27.917283199958682
../LibriSpeech/test-clean/121/127105/121-127105-0033.flac,21.195,-25.669418162564273
../LibriSpeech/test-clean/121/127105/121-127105-0034.flac,7.41,-24.825841713920763
../LibriSpeech/test-clean/121/127105/121-127105-0035.flac,14.15,-24.923410903756384
../LibriSpeech/test-clean/121/127105/121-127105-0036.flac,4.15,-24.18049814818061
../LibriSpeech/test-clean/1221/135766/1221-135766-0000.flac,12.435,-27.238798913177604
../LibriSpeech/test-clean/1221/135766/1221-135766-0001.flac,16.715,-27.20835412337495
../LibriSpeech/test-clean/1221/135766/1221-135766-0002.flac,4.825,-28.164799306236986
../LibriSpeech/test-clean/1221/135766/1221-135766-0003.flac,13.72,-25.83388962604953
../LibriSpeech/test-clean/1221/135766/1221-135766-0004.flac,7.44,-26.547311224895594
../LibriSpeech/test-clean/1221/135766/1221-135766-0005.flac,16.645,-27.263231811533227
../LibriSpeech/test-clean/1221/135766/1221-135766-0006.flac,11.415,-24.701984838274242
../LibriSpeech/test-clean/1221/135766/1221-135766-0007.flac,8.795,-24.472744949851975
../LibriSpeech/test-clean/1221/135766/1221-135766-0008.flac,10.78,-27.17801567255873
../LibriSpeech/test-clean/1221/135766/1221-135766-0009.flac,10.19,-29.079949117450493
../LibriSpeech/test-clean/1221/135766/1221-135766-0010.flac,15.05,-27.825437589700854
../LibriSpeech/test-clean/1221/135766/1221-135766-0011.flac,21.345,-26.530429023977288
../LibriSpeech/test-clean/1221/135766/1221-135766-0012.flac,16.22,-26.96856278338923
../LibriSpeech/test-clean/1221/135766/1221-135766-0013.flac,3.645,-28.287811601032043
../LibriSpeech/test-clean/1221/135766/1221-135766-0014.flac,4.75,-24.14197972745984
../LibriSpeech/test-clean/1221/135766/1221-135766-0015.flac,2.63,-26.886175678626714
../LibriSpeech/test-clean/1221/135767/1221-135767-0000.flac,24.85,-26.259232357992488
../LibriSpeech/test-clean/1221/135767/1221-135767-0001.flac,13.43,-25.89115371480397
../LibriSpeech/test-clean/1221/135767/1221-135767-0002.flac,16.12,-24.219188143724605
../LibriSpeech/test-clean/1221/135767/1221-135767-0003.flac,18.63,-26.177877817213762
../LibriSpeech/test-clean/1221/135767/1221-135767-0004.flac,19.09,-27.910690494034537
../LibriSpeech/test-clean/1221/135767/1221-135767-0005.flac,5.865,-25.4234562831575
../LibriSpeech/test-clean/1221/135767/1221-135767-0006.flac,20.56,-26.986319293092173
../LibriSpeech/test-clean/1221/135767/1221-135767-0007.flac,12.77,-29.608413055146997
../LibriSpeech/test-clean/1221/135767/1221-135767-0008.flac,3.095,-26.42981913881062
../LibriSpeech/test-clean/1221/135767/1221-135767-0009.flac,13.34,-25.488035685761467
../LibriSpeech/test-clean/1221/135767/1221-135767-0010.flac,8.2,-24.258051249444645
../LibriSpeech/test-clean/1221/135767/1221-135767-0011.flac,16.51,-26.291988737372805
../LibriSpeech/test-clean/1221/135767/1221-135767-0012.flac,13.885,-27.555587954459252
../LibriSpeech/test-clean/1221/135767/1221-135767-0013.flac,11.985,-27.33694560307249
../LibriSpeech/test-clean/1221/135767/1221-135767-0014.flac,7.07,-23.567804172783866
../LibriSpeech/test-clean/1221/135767/1221-135767-0015.flac,2.85,-26.017419627784374
../LibriSpeech/test-clean/1221/135767/1221-135767-0016.flac,15.255,-25.985680653474496
../LibriSpeech/test-clean/1221/135767/1221-135767-0017.flac,16.72,-26.40761876982255
../LibriSpeech/test-clean/1221/135767/1221-135767-0018.flac,11.16,-25.448237725468466
../LibriSpeech/test-clean/1221/135767/1221-135767-0019.flac,3.78,-24.74765208142111
../LibriSpeech/test-clean/1221/135767/1221-135767-0020.flac,3.345,-24.31449561968162
../LibriSpeech/test-clean/1221/135767/1221-135767-0021.flac,12.72,-24.811992298861057
../LibriSpeech/test-clean/1221/135767/1221-135767-0022.flac,14.395,-26.53605277920001
../LibriSpeech/test-clean/1221/135767/1221-135767-0023.flac,16.27,-26.05459561083751
../LibriSpeech/test-clean/1221/135767/1221-135767-0024.flac,5.85,-27.238798913177604
../LibriSpeech/test-clean/1284/1180/1284-1180-0000.flac,8.12,-21.001341670225994
../LibriSpeech/test-clean/1284/1180/1284-1180-0001.flac,7.755,-21.1453099877891
../LibriSpeech/test-clean/1284/1180/1284-1180-0002.flac,7.68,-22.08334043884667
../LibriSpeech/test-clean/1284/1180/1284-1180-0003.flac,4.835,-19.907192136937507
../LibriSpeech/test-clean/1284/1180/1284-1180-0004.flac,4.285,-22.391991178818735
../LibriSpeech/test-clean/1284/1180/1284-1180-0005.flac,6.55,-23.374117607097382
../LibriSpeech/test-clean/1284/1180/1284-1180-0006.flac,6.865,-21.497113462397742
../LibriSpeech/test-clean/1284/1180/1284-1180-0007.flac,6.265,-21.497113462397742
../LibriSpeech/test-clean/1284/1180/1284-1180-0008.flac,10.49,-19.015677414152567
../LibriSpeech/test-clean/1284/1180/1284-1180-0009.flac,6.285,-21.0430864999543
../LibriSpeech/test-clean/1284/1180/1284-1180-0010.flac,8.635,-21.73334846925527
../LibriSpeech/test-clean/1284/1180/1284-1180-0011.flac,4.275,-17.927132086659505
../LibriSpeech/test-clean/1284/1180/1284-1180-0012.flac,4.88,-20.691620225451
../LibriSpeech/test-clean/1284/1180/1284-1180-0013.flac,3.705,-17.66795536507816
../LibriSpeech/test-clean/1284/1180/1284-1180-0014.flac,3.665,-23.04428260952048
../LibriSpeech/test-clean/1284/1180/1284-1180-0015.flac,5.835,-20.945006977742104
../LibriSpeech/test-clean/1284/1180/1284-1180-0016.flac,19.17,-25.649076491351277
../LibriSpeech/test-clean/1284/1180/1284-1180-0017.flac,10.68,-21.652818598530992
../LibriSpeech/test-clean/1284/1180/1284-1180-0018.flac,12.005,-20.02601600968561
../LibriSpeech/test-clean/1284/1180/1284-1180-0019.flac,15.025,-21.431227763646916
../LibriSpeech/test-clean/1284/1180/1284-1180-0020.flac,5.87,-22.665054491645282
../LibriSpeech/test-clean/1284/1180/1284-1180-0021.flac,9.84,-22.346724864584306
../LibriSpeech/test-clean/1284/1180/1284-1180-0022.flac,2.885,-21.636801832719993
../LibriSpeech/test-clean/1284/1180/1284-1180-0023.flac,5.61,-21.12114894400974
../LibriSpeech/test-clean/1284/1180/1284-1180-0024.flac,5.26,-23.765908451005725
../LibriSpeech/test-clean/1284/1180/1284-1180-0025.flac,8.705,-21.743062419536766
../LibriSpeech/test-clean/1284/1180/1284-1180-0026.flac,8.29,-23.708844681739173
../LibriSpeech/test-clean/1284/1180/1284-1180-0027.flac,3.27,-22.367587700006183
../LibriSpeech/test-clean/1284/1180/1284-1180-0028.flac,6.045,-22.391991178818735
../LibriSpeech/test-clean/1284/1180/1284-1180-0029.flac,5.335,-23.249920464992606
../LibriSpeech/test-clean/1284/1180/1284-1180-0030.flac,16.22,-21.384470663631095
../LibriSpeech/test-clean/1284/1180/1284-1180-0031.flac,4.825,-19.85750604537082
../LibriSpeech/test-clean/1284/1180/1284-1180-0032.flac,5.78,-22.895036847682817
../LibriSpeech/test-clean/1284/1181/1284-1181-0000.flac,3.965,-19.343667795779453
../LibriSpeech/test-clean/1284/1181/1284-1181-0001.flac,11.43,-21.212101499024154
../LibriSpeech/test-clean/1284/1181/1284-1181-0002.flac,3.835,-22.81403177899228
../LibriSpeech/test-clean/1284/1181/1284-1181-0003.flac,4.505,-22.16798240310935
../LibriSpeech/test-clean/1284/1181/1284-1181-0004.flac,7.15,-22.504431449811758
../LibriSpeech/test-clean/1284/1181/1284-1181-0005.flac,3.855,-18.22880005094975
../LibriSpeech/test-clean/1284/1181/1284-1181-0006.flac,11.405,-21.19687644755702
../LibriSpeech/test-clean/1284/1181/1284-1181-0007.flac,4.04,-22.98801450318965
../LibriSpeech/test-clean/1284/1181/1284-1181-0008.flac,6.08,-19.537524023057244
../LibriSpeech/test-clean/1284/1181/1284-1181-0009.flac,5.245,-22.7446757041968
../LibriSpeech/test-clean/1284/1181/1284-1181-0010.flac,6.435,-20.554921435919834
../LibriSpeech/test-clean/1284/1181/1284-1181-0011.flac,7.75,-22.277541785665438
../LibriSpeech/test-clean/1284/1181/1284-1181-0012.flac,8.51,-22.21574468171991
../LibriSpeech/test-clean/1284/1181/1284-1181-0013.flac,12.66,-22.0195597066083
../LibriSpeech/test-clean/1284/1181/1284-1181-0014.flac,7.92,-22.693923283116355
../LibriSpeech/test-clean/1284/1181/1284-1181-0015.flac,5.115,-22.079971856435606
../LibriSpeech/test-clean/1284/1181/1284-1181-0016.flac,9.515,-21.743062419536766
../LibriSpeech/test-clean/1284/1181/1284-1181-0017.flac,11.775,-19.532498920436282
../LibriSpeech/test-clean/1284/1181/1284-1181-0018.flac,3.16,-20.4231233258877
../LibriSpeech/test-clean/1284/1181/1284-1181-0019.flac,3.2,-22.05307012486349
../LibriSpeech/test-clean/1284/1181/1284-1181-0020.flac,6.73,-21.20296326605283
../LibriSpeech/test-clean/1284/1181/1284-1181-0021.flac,2.7,-26.752499261900724
../LibriSpeech/test-clean/1284/134647/1284-134647-0000.flac,8.53,-20.900788879675744
../LibriSpeech/test-clean/1284/134647/1284-134647-0001.flac,10.275,-20.428691204051482
../LibriSpeech/test-clean/1284/134647/1284-134647-0002.flac,15.11,-20.992422392045626
../LibriSpeech/test-clean/1284/134647/1284-134647-0003.flac,20.145,-20.387018856542927
../LibriSpeech/test-clean/1284/134647/1284-134647-0004.flac,12.835,-21.115119169634944
../LibriSpeech/test-clean/1284/134647/1284-134647-0005.flac,23.335,-20.04997709974454
../LibriSpeech/test-clean/1284/134647/1284-134647-0006.flac,10.155,-21.267133718839727
../LibriSpeech/test-clean/1284/134647/1284-134647-0007.flac,14.17,-22.621930416444233
../LibriSpeech/test-clean/1320/122612/1320-122612-0000.flac,13.48,-18.539082679050154
../LibriSpeech/test-clean/1320/122612/1320-122612-0001.flac,9.52,-18.235287706900362
../LibriSpeech/test-clean/1320/122612/1320-122612-0002.flac,7.46,-18.766059002643857
../LibriSpeech/test-clean/1320/122612/1320-122612-0003.flac,9.865,-17.52325418098962
../LibriSpeech/test-clean/1320/122612/1320-122612-0004.flac,6.425,-17.551202367578547
../LibriSpeech/test-clean/1320/122612/1320-122612-0005.flac,5.915,-20.205999132796236
../LibriSpeech/test-clean/1320/122612/1320-122612-0006.flac,4.845,-19.47991012424258
../LibriSpeech/test-clean/1320/122612/1320-122612-0007.flac,5.54,-21.387579985174256
../LibriSpeech/test-clean/1320/122612/1320-122612-0008.flac,7.875,-19.930827225366073
../LibriSpeech/test-clean/1320/122612/1320-122612-0009.flac,3.88,-18.43884691255905
../LibriSpeech/test-clean/1320/122612/1320-122612-0010.flac,10.195,-17.169795044337373
../LibriSpeech/test-clean/1320/122612/1320-122612-0011.flac,13.695,-20.889035305976883
../LibriSpeech/test-clean/1320/122612/1320-122612-0012.flac,10.49,-21.221249356255253
../LibriSpeech/test-clean/1320/122612/1320-122612-0013.flac,6.55,-22.876560155673932
../LibriSpeech/test-clean/1320/122612/1320-122612-0014.flac,3.515,-22.280987883563476
../LibriSpeech/test-clean/1320/122612/1320-122612-0015.flac,6.385,-23.57980402222377
../LibriSpeech/test-clean/1320/122612/1320-122612-0016.flac,3.49,-23.704783007763798
../LibriSpeech/test-clean/1320/122617/1320-122617-0000.flac,7.835,-20.637252759816477
../LibriSpeech/test-clean/1320/122617/1320-122617-0001.flac,14.055,-21.32869237223863
../LibriSpeech/test-clean/1320/122617/1320-122617-0002.flac,13.585,-20.041982723075215
../LibriSpeech/test-clean/1320/122617/1320-122617-0003.flac,6.285,-21.98617807582778
../LibriSpeech/test-clean/1320/122617/1320-122617-0004.flac,12.26,-21.206008275597796
../LibriSpeech/test-clean/1320/122617/1320-122617-0005.flac,4.4,-20.7318993486211
../LibriSpeech/test-clean/1320/122617/1320-122617-0006.flac,5.655,-18.837643238409985
../LibriSpeech/test-clean/1320/122617/1320-122617-0007.flac,18.525,-18.802932030746376
../LibriSpeech/test-clean/1320/122617/1320-122617-0008.flac,4.185,-19.363352539928293
../LibriSpeech/test-clean/1320/122617/1320-122617-0009.flac,7.705,-20.018043645988634
../LibriSpeech/test-clean/1320/122617/1320-122617-0010.flac,10.0,-18.38365617128405
../LibriSpeech/test-clean/1320/122617/1320-122617-0011.flac,9.76,-21.691379770136532
../LibriSpeech/test-clean/1320/122617/1320-122617-0012.flac,7.59,-20.225020328405456
../LibriSpeech/test-clean/1320/122617/1320-122617-0013.flac,10.755,-20.755000132551743
../LibriSpeech/test-clean/1320/122617/1320-122617-0014.flac,4.9,-20.24953751788173
../LibriSpeech/test-clean/1320/122617/1320-122617-0015.flac,5.125,-23.081998212149028
../LibriSpeech/test-clean/1320/122617/1320-122617-0016.flac,10.085,-19.304431638092478
../LibriSpeech/test-clean/1320/122617/1320-122617-0017.flac,5.655,-19.36088950584456
../LibriSpeech/test-clean/1320/122617/1320-122617-0018.flac,9.695,-20.233185038050735
../LibriSpeech/test-clean/1320/122617/1320-122617-0019.flac,8.23,-18.956709844577468
../LibriSpeech/test-clean/1320/122617/1320-122617-0020.flac,8.895,-18.784475950202257
